soc_code,Task ID,importance_norm,importance,Task
19-4091.00,1561,0.565,3.26,"Maintain files, such as hazardous waste databases, chemical usage data, personnel exposure information, or diagrams showing equipment locations."
19-4091.00,1557,0.53,3.12,"Calculate amount of pollutant in samples or compute air pollution or gas flow in industrial processes, using chemical and mathematical formulas."
19-4092.00,1577,0.905,4.62,"Collect evidence from crime scenes, storing it in conditions that preserve its integrity."
19-4092.00,1573,0.865,4.46,"Interpret laboratory findings or test results to identify and classify substances, materials, or other evidence collected at crime scenes."
19-4092.00,1571,0.8525,4.41,Testify in court about investigative or analytical methods or findings.
19-4092.00,1582,0.8274999999999999,4.31,Collect impressions of dust from surfaces to obtain and identify fingerprints.
19-4092.00,1584,0.8225,4.29,"Visit morgues, examine scenes of crimes, or contact other sources to obtain evidence or information to be used in investigations."
19-4092.00,1580,0.8075000000000001,4.23,Reconstruct crime scenes to determine relationships among pieces of evidence.
19-4092.00,1574,0.7925,4.17,Operate and maintain laboratory equipment and apparatus.
19-4092.00,1585,0.7725,4.09,"Examine physical evidence, such as hair, fiber, wood, or soil residues to obtain information about its source and composition."
19-4092.00,1587,0.7575000000000001,4.03,"Examine firearms to determine mechanical condition and legal status, performing restoration work on damaged firearms to obtain information, such as serial numbers."
19-4092.00,1590,0.7225,3.89,"Compare objects, such as tools, with impression marks to determine whether a specific object is responsible for a specific mark."
19-4092.00,1583,0.7175,3.87,Analyze gunshot residue and bullet paths to determine how shootings occurred.
19-4092.00,1578,0.7125,3.85,"Identify and quantify drugs or poisons found in biological fluids or tissues, in foods, or at crime scenes."
19-4092.00,1589,0.695,3.78,"Confer with ballistics, fingerprinting, handwriting, documents, electronics, medical, chemical, or metallurgical experts concerning evidence and its interpretation."
19-4092.00,1575,0.6575,3.63,"Prepare solutions, reagents, or sample formulations needed for laboratory work."
21-1014.00,1591,0.9850000000000001,4.94,Maintain confidentiality of records relating to clients' treatment.
21-1014.00,1592,0.9475,4.79,"Encourage clients to express their feelings and discuss what is happening in their lives, helping them to develop insight into themselves or their relationships."
21-1014.00,1596,0.9375,4.75,"Collect information about clients through interviews, observation, or tests."
21-1014.00,1594,0.8925000000000001,4.57,Prepare and maintain all required treatment records and reports.
21-1014.00,1595,0.8875,4.55,"Counsel clients or patients, individually or in group sessions, to assist in overcoming dependencies, adjusting to life, or making changes."
21-1014.00,1593,0.8875,4.55,Guide clients in the development of skills or strategies for dealing with their problems.
21-1014.00,1598,0.865,4.46,Develop and implement treatment plans based on clinical experience and knowledge.
21-1014.00,1600,0.8425,4.37,"Evaluate clients' physical or mental condition, based on review of client information."
21-1014.00,1597,0.815,4.26,Act as client advocates to coordinate required services or to resolve emergency problems in crisis situations.
21-1014.00,1606,0.815,4.26,Modify treatment activities or approaches as needed to comply with changes in clients' status.
21-1014.00,1604,0.8,4.2,Evaluate the effectiveness of counseling programs on clients' progress in resolving identified problems and moving towards defined objectives.
21-1014.00,1601,0.7849999999999999,4.14,"Meet with families, probation officers, police, or other interested parties to exchange necessary information during the treatment process."
21-1014.00,1608,0.7749999999999999,4.1,Discuss with individual patients their plans for life after leaving therapy.
21-1014.00,1599,0.7575000000000001,4.03,Collaborate with other staff members to perform clinical assessments or develop treatment plans.
21-1014.00,1603,0.7525,4.01,"Counsel family members to assist them in understanding, dealing with, or supporting clients or patients."
21-1014.00,1610,0.7325,3.93,Monitor clients' use of medications.
21-1014.00,1605,0.6925,3.77,"Plan, organize, or lead structured programs of counseling, work, study, recreation, or social activities for clients."
21-1014.00,1607,0.69,3.76,"Learn about new developments in counseling by reading professional literature, attending courses and seminars, or establishing and maintaining contact with other social service agencies."
21-1014.00,1602,0.6525,3.61,"Refer patients, clients, or family members to community resources or to specialists as necessary."
21-1014.00,1609,0.63,3.52,Gather information about community mental health needs or resources that could be used in conjunction with therapy.
21-1014.00,1612,0.63,3.52,Plan or conduct programs to prevent substance abuse or improve community health or counseling services.
21-1021.00,251,0.9199999999999999,4.68,"Place children in foster or adoptive homes, institutions, or medical treatment centers."
21-1021.00,237,0.8925000000000001,4.57,Maintain case history records and prepare reports.
21-1021.00,253,0.8825000000000001,4.53,Recommend temporary foster care and advise foster or adoptive parents.
21-1021.00,235,0.8700000000000001,4.48,"Interview clients individually, in families, or in groups, assessing their situations, capabilities, and problems to determine what services are required to meet their needs."
21-1021.00,250,0.8400000000000001,4.36,"Serve as liaisons between students, homes, schools, family services, child guidance clinics, courts, protective services, doctors, and other contacts to help children who face problems, such as disabilities, abuse, or poverty."
21-1021.00,238,0.8400000000000001,4.36,"Counsel students whose behavior, school progress, or mental or physical impairment indicate a need for assistance, diagnosing students' problems and arranging for needed services."
21-1021.00,241,0.8174999999999999,4.27,Develop and review service plans in consultation with clients and perform follow-ups assessing the quantity and quality of services provided.
21-1021.00,243,0.8049999999999999,4.22,"Address legal issues, such as child abuse and discipline, assisting with hearings and providing testimony to inform custody arrangements."
21-1021.00,240,0.8049999999999999,4.22,"Counsel parents with child rearing problems, interviewing the child and family to determine whether further action is required."
21-1021.00,239,0.8049999999999999,4.22,"Consult with parents, teachers, and other school personnel to determine causes of problems, such as truancy and misbehavior, and to implement solutions."
21-1021.00,249,0.8049999999999999,4.22,Evaluate personal characteristics and home conditions of foster home or adoption applicants.
21-1021.00,246,0.8025,4.21,"Arrange for medical, psychiatric, and other tests that may disclose causes of difficulties and indicate remedial measures."
21-1021.00,255,0.7925,4.17,Conduct social research.
21-1021.00,245,0.7525,4.01,"Refer clients to community resources for services, such as job placement, debt counseling, legal aid, housing, medical treatment, or financial assistance, and provide concrete information, such as where to go and how to apply."
