jobtitle_norm,soc_candidates,match_type,match_score
grad electrical iec engineer,"['11-9021.00', '47-1011.00', '47-3013.00', '49-2094.00', '49-9098.00']",fuzzy,100.0
graduate,"['19-4061.00', '25-1191.00']",exact,100.0
graduate architect,"['15-1199.02', '17-1011.00']",fuzzy,100.0
graduate engineer,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
graduate engineer trainee,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
graduate engineering trainee,"['17-3012.02', '17-3022.00', '17-3023.03', '17-3025.00', '17-3029.00', '17-3029.02', '17-3031.01']",fuzzy,100.0
graduate nurse,"['19-4061.00', '25-1191.00']",fuzzy,100.0
graduate research,"['19-4061.00', '25-1191.00']",exact,100.0
graduate student,['25-1191.00'],exact,100.0
graduate student researcher center for cultural studies,"['19-4061.00', '25-1191.00']",fuzzy,100.0
graduate student researcher the humanities institute,"['19-4061.00', '25-1191.00']",fuzzy,100.0
graduate teaching,['25-1191.00'],exact,100.0
grants and development specialist,"['11-3011.00', '11-3131.00', '11-9121.00', '11-9121.01', '11-9199.10', '13-1131.00', '13-1151.00', '19-2031.00', '19-2041.03', '51-8091.00']",fuzzy,100.0
graphic designer,"['27-1024.00', '43-9031.00']",exact,100.0
greater china retail banking strategy planner,"['13-1121.00', '17-1011.00', '17-1012.00', '19-3051.00', '19-3099.01', '19-4061.01', '43-5061.00']",fuzzy,100.0
greeter,"['35-9031.00', '39-3031.00', '39-9099.00', '41-9099.00', '43-4171.00']",exact,100.0
ground test engineering,"['17-3012.02', '17-3022.00', '17-3023.03', '17-3025.00', '17-3029.00', '17-3029.02', '17-3031.01']",fuzzy,100.0
group manager at neiman marcus,"['11-9121.02', '11-9199.00']",fuzzy,100.0
group manager modeling analysis,"['11-9121.02', '11-9199.00']",fuzzy,100.0
growth,['45-4011.00'],fuzzy,100.0
growth product marketing manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
guest service representative,"['43-4081.00', '43-6013.00']",exact,100.0
guest student,['39-9032.00'],fuzzy,100.0
gvp of cyber tactical operations,['11-9111.00'],fuzzy,100.0
gvp of digital forensics incident response,['11-9111.00'],fuzzy,100.0
hardware application engineer,"['17-2141.00', '17-2199.00', '17-2199.10']",fuzzy,100.0
hardware engineering program manager,"['17-3012.02', '17-3022.00', '17-3023.03', '17-3025.00', '17-3029.00', '17-3029.02', '17-3031.01']",fuzzy,100.0
hardware project manager,['41-4012.00'],fuzzy,100.0
hcm software consultant,"['13-1111.00', '13-1199.00', '13-1199.02', '15-1143.01', '15-1199.00', '15-2021.00', '19-3032.00', '41-2031.00']",fuzzy,100.0
health administration and policy analyst,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
health physicist federal on scene coordinator,"['11-3061.00', '21-1012.00', '43-1011.00', '51-1011.00']",fuzzy,100.0
health safety environment advisor,"['13-2052.00', '19-2041.01', '21-1012.00']",fuzzy,100.0
health safety environment supervisor,"['11-9199.00', '17-2151.00', '33-1012.00']",fuzzy,100.0
healthcare interior design podcast,"['27-1025.00', '27-1027.00']",fuzzy,100.0
hearing impaired teacher,"['25-2051.00', '25-2052.00', '25-2053.00', '25-2054.00']",exact,100.0
heating engineer,"['17-2141.00', '17-2199.03']",exact,100.0
heavy duty truck driver,"['43-5021.00', '45-2099.00', '45-4029.00', '53-3011.00', '53-3022.00', '53-3031.00', '53-3032.00', '53-3033.00', '53-3041.00', '53-7062.00', '53-7081.00']",fuzzy,100.0
heavy equipment operator,"['47-2071.00', '47-2073.00', '47-2151.00', '47-5041.00', '53-7021.00', '53-7032.00', '53-7199.00']",exact,100.0
heavy equipment technician,['49-3042.00'],exact,100.0
helicopter mechanic,['49-3011.00'],exact,100.0
high school sophomore honors english teacher,"['25-1123.00', '25-2022.00', '25-2031.00', '25-3011.00']",fuzzy,100.0
high school student,['11-9032.00'],fuzzy,100.0
home mortgage,['13-2061.00'],fuzzy,100.0
homeland security analyst,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
honors gifted and talented and regular english teacher,"['25-1123.00', '25-2022.00', '25-2031.00', '25-3011.00']",fuzzy,100.0
hospcice registered nurse,"['29-1141.00', '29-1141.01', '29-1141.02', '29-1141.03', '31-1014.00']",fuzzy,100.0
hospitality,"['39-3091.00', '39-6012.00', '39-9099.00', '43-4171.00']",fuzzy,100.0
hospitality specialist,"['13-1023.00', '41-9021.00']",fuzzy,100.0
host,"['27-3011.00', '35-9031.00']",exact,100.0
host company ambassador,"['27-3011.00', '35-9031.00']",fuzzy,100.0
host trainer,"['27-3011.00', '35-9031.00']",fuzzy,100.0
hr,"['13-1071.00', '43-3051.00', '43-4071.00', '43-4161.00']",exact,100.0
hr business partner,"['13-1071.00', '43-3051.00', '43-4071.00', '43-4161.00']",fuzzy,100.0
hr business partner manager,"['11-1021.00', '11-3011.00', '11-3031.01', '13-1011.00', '43-1011.00', '43-4041.01', '43-4041.02']",fuzzy,100.0
hr generalist,"['13-1071.00', '11-3121.00', '43-4161.00']",exact,100.0
hr integrated service,"['13-1071.00', '43-3051.00', '43-4071.00', '43-4161.00']",fuzzy,100.0
hr legal,"['13-1071.00', '43-3051.00', '43-4071.00', '43-4161.00']",fuzzy,100.0
hr manager,['11-3121.00'],exact,100.0
hr manager and d trade marketing distribution division,['43-5071.00'],fuzzy,100.0
hr manager trade marketing distribution division,['43-5071.00'],fuzzy,100.0
hr project coordinator,"['11-3061.00', '21-1012.00', '43-1011.00', '51-1011.00']",fuzzy,100.0
hr recruiter,['13-1071.00'],exact,100.0
hr resource representatives,"['13-1071.00', '43-3051.00', '43-4071.00', '43-4161.00']",fuzzy,100.0
hr specialist,"['13-1071.00', '13-1151.00']",exact,100.0
hr trainee,"['13-1071.00', '43-3051.00', '43-4071.00', '43-4161.00']",fuzzy,100.0
hr training consultant,"['13-1111.00', '13-1199.00', '13-1199.02', '15-1143.01', '15-1199.00', '15-2021.00', '19-3032.00', '41-2031.00']",fuzzy,100.0
hr training development,"['11-3011.00', '11-3131.00', '11-9121.00', '11-9121.01', '11-9199.10', '13-1131.00', '13-1151.00', '19-2031.00', '19-2041.03', '51-8091.00']",fuzzy,100.0
hsbc ceo office country strategic business planning vp,['11-1011.00'],fuzzy,100.0
hsbc sab core banking system roadmap definition project director,"['11-9199.11', '15-1199.12', '19-2041.02', '19-3091.02', '27-2012.01', '27-2012.02', '27-2012.03', '27-4014.00', '27-4032.00', '41-1012.00']",fuzzy,100.0
human capital manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
human reasources generalist,"['11-3121.00', '43-4161.00']",fuzzy,98.11320754716981
human resource,['13-1111.00'],fuzzy,100.0
human resources,"['11-3121.00', '43-3051.00', '43-4071.00', '43-4161.00']",exact,100.0
human resources administration officer talent acquistion learning development,"['11-3011.00', '11-3131.00', '11-9121.00', '11-9121.01', '11-9199.10', '13-1131.00', '13-1151.00', '19-2031.00', '19-2041.03', '51-8091.00']",fuzzy,100.0
human resources administrator,"['11-3121.00', '43-4161.00']",exact,100.0
human resources business partner,"['11-3121.00', '43-3051.00', '43-4071.00', '43-4161.00']",fuzzy,100.0
human resources compensation benefit,"['11-3121.00', '43-3051.00', '43-4071.00', '43-4161.00']",fuzzy,100.0
human resources executive,['43-6011.00'],fuzzy,100.0
human resources generalist,"['11-3121.00', '43-4161.00']",exact,100.0
human resources manager,['11-3121.00'],exact,100.0
human resources manager italy,"['11-3121.00', '43-3051.00', '43-4071.00', '43-4161.00']",fuzzy,100.0
human resources officer,['11-3121.00'],exact,100.0
human resources officer compensation benefit,"['11-3121.00', '43-3051.00', '43-4071.00', '43-4161.00']",fuzzy,100.0
human resources officer on off boarding,"['11-3121.00', '43-3051.00', '43-4071.00', '43-4161.00']",fuzzy,100.0
hvac design engineer,"['27-1025.00', '27-1027.00']",fuzzy,100.0
ice cream scooper,['35-3022.00'],exact,100.0
idari isler uzman yard mc s,['27-3012.00'],fuzzy,100.0
immigration officer,['13-1041.02'],exact,100.0
implementation specialist,"['15-1132.00', '15-1199.12']",exact,100.0
inbound outbound supervisor,['53-4031.00'],fuzzy,100.0
incident response engineer,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
independant advisor,"['13-2052.00', '19-2041.01', '21-1012.00']",fuzzy,100.0
independent,['43-4051.00'],fuzzy,100.0
independent distributor,['41-9091.00'],exact,100.0
infantry,['55-3016.00'],exact,100.0
infantryman,"['55-3016.00', '55-3019.00']",exact,100.0
informatica developer,"['11-9021.00', '11-9141.00', '15-1132.00', '15-1133.00', '51-4062.00', '51-9151.00']",fuzzy,100.0
information security specialist,['15-1122.00'],exact,100.0
information service technician,['43-4171.00'],fuzzy,100.0
information systems engineer,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
information technology specialist,"['15-1121.00', '15-1122.00', '15-1142.00', '15-1143.00', '15-1151.00', '15-1199.05', '43-9011.00']",exact,100.0
infrastructure and process analyst,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
infrastructure architect,['15-1199.06'],exact,100.0
infrastructure manager,['15-1199.09'],fuzzy,100.0
ingenieur developpeur chef de projet hpc,"['35-1011.00', '35-2012.00']",fuzzy,100.0
ingenieur projet maintenance nucleaire,"['17-3024.00', '37-2011.00', '49-9043.00', '49-9071.00', '49-9098.00']",fuzzy,100.0
inside business development account manager,['41-4011.00'],fuzzy,100.0
inside loan originator,['43-9061.00'],fuzzy,100.0
inside sales,['41-4012.00'],exact,100.0
inside sales analyst,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
inside sales representative,"['41-3011.00', '41-3021.00', '41-3031.01', '41-3031.02', '41-3099.00', '41-4011.00', '41-4012.00', '41-9031.00', '41-9041.00']",exact,100.0
inside sales supervisor,['41-1012.00'],exact,100.0
inspector,"['13-1041.02', '13-2081.00', '17-3025.00', '17-3029.01', '33-2021.01', '33-3021.03', '33-3021.05', '39-1021.00', '43-4041.02', '45-2011.00', '45-4023.00', '47-4011.00', '51-1011.00', '51-2092.00', '51-6041.00', '51-9061.00', '53-6051.01', '53-6051.07', '53-6051.08']",exact,100.0
installation crew leader,"['35-1012.00', '47-1011.00', '47-1011.03', '49-1011.00', '51-1011.00', '55-3011.00']",fuzzy,100.0
institutional client representative,['43-4011.00'],fuzzy,100.0
instructional technology literacy coach,"['21-1015.00', '27-2022.00']",fuzzy,100.0
instructor department of art and art history,['27-1011.00'],fuzzy,100.0
instructor department of design,"['11-9071.00', '51-1011.00']",fuzzy,100.0
instructor of physical education and health,['25-1081.00'],fuzzy,100.0
instrumentation and control specialist,['49-9012.00'],fuzzy,100.0
insurance adjuster,['13-1031.02'],exact,100.0
insurance agency technical,['43-9041.01'],fuzzy,100.0
insurance agent,['41-3021.00'],exact,100.0
insurance rep,['43-9041.01'],fuzzy,100.0
intake coordinator,"['21-1011.00', '21-1029.00', '43-4111.00', '43-6013.00']",exact,100.0
integrated client services specialist,['43-4011.00'],fuzzy,100.0
intel analyst,['33-3021.06'],exact,100.0
intelligence analyst,"['15-1199.08', '33-3021.06', '55-3015.00', '55-3019.00']",exact,100.0
intelligence analyst special investigations unit,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
intercompany accountant,"['13-2011.00', '13-2011.01', '43-3031.00']",fuzzy,100.0
interim chair department of physical and health education,"['11-9071.00', '51-1011.00']",fuzzy,100.0
interim emea finance director,"['11-9199.11', '15-1199.12', '19-2041.02', '19-3091.02', '27-2012.01', '27-2012.02', '27-2012.03', '27-4014.00', '27-4032.00', '41-1012.00']",fuzzy,100.0
interim executive director director of leadership transition,"['11-9199.11', '15-1199.12', '19-2041.02', '19-3091.02', '27-2012.01', '27-2012.02', '27-2012.03', '27-4014.00', '27-4032.00', '41-1012.00']",fuzzy,100.0
interim supervisor water quality,['51-9061.00'],fuzzy,100.0
intermediate accountant,"['13-2011.00', '13-2011.01', '43-3031.00']",fuzzy,100.0
intermediate derivatives trader,"['13-1022.00', '41-3031.03']",fuzzy,100.0
internal audit apprentice,"['47-2231.00', '47-3015.00']",fuzzy,100.0
internal audit consultant,['13-2011.02'],fuzzy,100.0
internal audit manager,['13-2011.02'],exact,100.0
internal audit manager enterprise risk market regulatory compliance,['13-2011.02'],fuzzy,100.0
internal auditor,"['13-2011.00', '13-2011.02', '13-2061.00']",exact,100.0
internal sales manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
international marketing,"['11-2011.01', '11-2021.00', '13-1161.00']",fuzzy,100.0
international marketing latin american marketing manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
international office department of international relations,"['11-9071.00', '51-1011.00']",fuzzy,100.0
internet of things,['11-9111.00'],fuzzy,100.0
internet sales manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
interpretive guide manager,"['39-7011.00', '39-7012.00', '53-7062.00']",fuzzy,100.0
intraday coordinator,"['11-3061.00', '21-1012.00', '43-1011.00', '51-1011.00']",fuzzy,100.0
inventory,['43-5081.03'],exact,100.0
inventory accountant,['13-2011.01'],exact,100.0
inventory management specialist,"['43-1011.00', '43-5061.00', '43-5081.03', '43-5111.00']",exact,100.0
inventory manager,"['13-1081.02', '43-5081.03', '43-5111.00']",exact,100.0
inventory optimization manager,['43-5081.03'],fuzzy,100.0
investigator,"['11-9121.00', '13-2099.04', '19-1042.00', '33-2021.02', '33-3021.01', '33-3021.03', '33-3021.06', '33-9021.00', '43-4041.02', '43-4131.00']",exact,100.0
investment banking analyst,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
investment research,"['11-9041.01', '11-9121.00', '11-9121.01', '17-2021.00', '17-2112.01', '17-2199.01', '17-3029.00', '17-3029.11', '19-1021.00', '19-1029.01', '19-1042.00', '19-3011.00', '19-3022.00', '19-3041.00', '19-3091.01', '19-3093.00', '19-4011.01', '19-4021.00', '19-4031.00', '19-4041.02', '19-4061.00', '19-4099.00', '19-4099.01', '19-4099.03', '23-2011.00', '25-1191.00', '29-2011.00', '43-9111.00', '43-9111.01']",fuzzy,100.0
investment research dealing,"['11-9041.01', '11-9121.00', '11-9121.01', '17-2021.00', '17-2112.01', '17-2199.01', '17-3029.00', '17-3029.11', '19-1021.00', '19-1029.01', '19-1042.00', '19-3011.00', '19-3022.00', '19-3041.00', '19-3091.01', '19-3093.00', '19-4011.01', '19-4021.00', '19-4031.00', '19-4041.02', '19-4061.00', '19-4099.00', '19-4099.01', '19-4099.03', '23-2011.00', '25-1191.00', '29-2011.00', '43-9111.00', '43-9111.01']",fuzzy,100.0
investor and trader,['13-2051.00'],fuzzy,100.0
investor education extern,['13-2051.00'],fuzzy,100.0
ios developer,['15-1132.00'],exact,100.0
ios engineer,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
ios mobile engineer,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
is director global pistons,"['11-9199.11', '15-1199.12', '19-2041.02', '19-3091.02', '27-2012.01', '27-2012.02', '27-2012.03', '27-4014.00', '27-4032.00', '41-1012.00']",fuzzy,100.0
iss,['25-9041.00'],fuzzy,100.0
it analyst,"['13-1111.00', '15-1143.00', '25-9031.01', '11-3021.00', '15-1121.00', '15-1132.00', '15-1133.00', '15-1141.00', '15-1151.00']",exact,100.0
it arkitekt,"['15-1152.00', '15-1151.00']",fuzzy,100.0
it business department,"['11-9071.00', '51-1011.00']",fuzzy,100.0
it business systems analyst,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
it controls analyst it risk and controls,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
it director,"['15-1152.00', '11-3021.00']",exact,100.0
it director global pistons,"['11-9199.11', '15-1199.12', '19-2041.02', '19-3091.02', '27-2012.01', '27-2012.02', '27-2012.03', '27-4014.00', '27-4032.00', '41-1012.00']",fuzzy,100.0
it ga,"['15-1152.00', '15-1151.00']",fuzzy,100.0
it manager data analyst,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
